Sample number,Production area,Bed ID,Local authority,"Grid reference
426/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,15/06/2021,0,0,0,0,0,0,0
428/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,21/06/2021,0,0,0,480,0,0,0
429/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,21/06/2021,0,0,0,0,0,0,0
430/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,21/06/2021,0,200,0,80,0,0,0
431/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,21/06/2021,0,0,0,200,0,0,200
432/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,22/06/2021,0,0,0,160,0,0,0
433/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,21/06/2021,0,0,0,0,0,0,0
434/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,22/06/2021,0,0,0,7120,0,0,0
435/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,20/06/2021,0,0,0,0,0,0,0
436/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,22/06/2021,0,80,0,9360,0,0,0
437/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,23/06/2021,0,0,0,0,0,0,0
438/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,23/06/2021,0,0,0,400,0,0,0
439/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,23/06/2021,0,0,0,1000,0,0,0
440/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,23/06/2021,0,0,0,0,0,0,0
441/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,23/06/2021,0,0,0,0,0,0,0
442/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,23/06/2021,40,0,0,160,0,0,0
443/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,23/06/2021,0,0,0,12760,0,0,0
444/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,23/06/2021,0,0,0,0,0,0,0
445/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,23/06/2021,0,0,0,1000,0,0,280000
446/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,24/06/2021,0,0,0,0,0,0,0
447/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,23/06/2021,0,0,0,1080,0,0,0
448/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,24/06/2021,0,0,0,400,0,0,0
449/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,23/06/2021,0,120,0,11320,0,0,0
450/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,24/06/2021,0,0,0,6480,0,0,0
451/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,24/06/2021,0,0,0,1200,0,0,0
452/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,28/06/2021,0,40,0,0,0,0,0
453/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,28/06/2021,0,200,0,240,0,0,0
454/21,Portland,B25AK,Dorset Council,SY68707757,Site A,28/06/2021,0,0,0,109000,0,0,0
455/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,29/06/2021,0,0,0,0,0,0,0
456/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,29/06/2021,0,0,0,0,0,0,0
457/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,29/06/2021,0,0,0,9000,0,0,0
458/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,29/06/2021,0,0,0,12000,0,0,0
459/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,29/06/2021,0,0,0,13400,0,0,0
460/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,29/06/2021,0,0,0,7680,0,0,0
461/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,30/06/2021,0,0,0,200,0,0,0
462/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,30/06/2021,200,160,0,240,0,0,0
463/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,30/06/2021,40,0,0,0,0,0,0
464/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,30/06/2021,200,400,0,4600,0,0,0
465/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,30/06/2021,40,800,0,2080,0,0,0
466/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,30/06/2021,40,400,0,720,0,0,0
467/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,30/06/2021,40,1360,0,1840,0,0,0
468/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,29/06/2021,0,0,0,0,0,0,0
469/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,30/06/2021,0,200,0,0,0,0,1200
470/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,29/06/2021,0,40,0,1840,0,0,0
471/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,01/07/2021,0,0,0,200,0,0,0
472/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,05/07/2021,0,0,0,0,0,0,0
473/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,05/07/2021,0,0,0,0,0,0,0
474/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,04/07/2021,0,0,0,0,0,0,0
475/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,05/07/2021,0,0,0,0,0,0,1574000
476/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,06/07/2021,0,0,0,300,0,0,0
477/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,06/07/2021,0,0,200,5200,0,0,0
478/21,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,06/07/2021,100,0,0,400,0,0,0
479/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,05/07/2021,0,0,0,5800,0,0,0
480/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,07/07/2021,0,0,0,0,0,0,0
482/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,07/07/2021,0,400,0,0,0,0,0
483/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,07/07/2021,0,0,0,0,0,0,0
484/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,07/07/2021,400,0,0,600,0,0,0
485/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,07/07/2021,0,240,0,2360,0,0,40
486/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,07/07/2021,0,720,0,2000,0,0,0
487/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,07/07/2021,0,640,0,400,0,0,0
488/21,Dart,B028P,South Hams DC,SX87945350,Long Wood South,07/07/2021,0,0,0,7080,0,0,0
489/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,07/07/2021,0,0,0,37080,0,0,0
490/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,07/07/2021,200,0,0,7800,0,0,0
491/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,07/07/2021,0,0,0,6720,0,0,0
492/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,07/07/2021,0,40,0,7720,0,0,0
494/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,07/07/2021,0,0,0,0,0,0,0
495/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,07/07/2021,0,0,0,5900,0,0,0
496/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,08/07/2021,0,0,0,0,0,0,0
497/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,08/07/2021,0,0,0,320,0,0,0
498/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,08/07/2021,0,0,0,2840,0,0,0
499/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,12/07/2021,0,0,0,0,0,0,0
500/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,12/07/2021,0,0,0,1440,0,0,40
501/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,12/07/2021,0,200,0,120,0,0,0
502/21,Portland,B25AK,Dorset Council,SY68707757,Site A,12/07/2021,0,40,40,2640,0,40,40
503/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,12/07/2021,0,0,0,360,0,0,0
504/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,12/07/2021,0,0,0,0,0,0,0
505/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,12/07/2021,0,40,0,0,0,0,80
506/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,12/07/2021,0,0,0,200,0,0,0
507/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,12/07/2021,0,80,0,0,0,0,0
508/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,12/07/2021,0,40,0,4520,0,0,0
509/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,13/07/2021,0,0,0,680,0,0,0
510/21,The Wash,B003V,Boston BC,TF44234098,Toft,12/07/2021,0,0,0,80,0,0,0
511/21,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,13/07/2021,0,0,0,600,0,0,0
512/21,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,13/07/2021,0,0,0,0,0,0,0
513/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,13/07/2021,0,0,0,3800,0,0,0
514/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,13/07/2021,0,0,0,0,0,0,0
515/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,13/07/2021,40,0,0,0,0,0,0
516/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,13/07/2021,120,80,0,400,0,0,0
517/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,13/07/2021,0,0,0,1200,0,0,0
518/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,13/07/2021,0,0,0,800,0,0,0
519/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,13/07/2021,0,0,0,0,0,0,0
520/21,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,12/07/2021,0,0,0,0,0,0,0
521/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,13/07/2021,0,0,0,0,0,0,0
522/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,13/07/2021,0,0,0,80,0,0,0
523/21,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,13/07/2021,40,40,0,1040,0,0,0
524/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,12/07/2021,0,40,0,5120,0,0,0
525/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,14/07/2021,0,280,0,2160,0,0,0
526/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,14/07/2021,0,0,0,12000,0,0,0
527/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,13/07/2021,0,0,0,4600,0,0,0
528/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,14/07/2021,0,0,0,640,0,0,0
529/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,14/07/2021,0,0,0,0,0,0,0
530/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,14/07/2021,0,200,0,0,0,0,0
531/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,14/07/2021,0,0,0,2400,0,0,0
532/21,Swale,B076P,Swale BC,TR01316497,The Causeway,14/07/2021,0,0,0,0,0,0,0
533/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,14/07/2021,0,0,0,177000,0,0,0
534/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,14/07/2021,0,0,0,410000,0,0,0
535/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,14/07/2021,0,0,0,1600,0,0,0
537/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,15/07/2021,0,0,0,0,0,0,0
538/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,15/07/2021,0,0,0,200,0,0,0
539/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,19/07/2021,0,0,0,6240,0,0,0
540/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,19/07/2021,0,0,0,0,0,0,0
541/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,19/07/2021,0,0,0,10800,0,0,0
542/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,20/07/2021,500,0,0,200,0,0,100
543/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,20/07/2021,200,0,0,200,0,0,0
544/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,20/07/2021,0,40,0,4520,0,0,0
545/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,20/07/2021,0,0,0,42200,0,0,0
546/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,19/07/2021,0,0,0,1000,0,0,0
547/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,21/07/2021,0,0,0,1800,0,0,0
548/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,19/07/2021,0,0,40,0,0,0,0
549/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,21/07/2021,0,680,0,2160,0,0,0
550/21,Dart,B028B,South Hams DC,SX87415599,Waddeton,21/07/2021,0,0,0,0,0,0,0
551/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,21/07/2021,0,0,0,2000,0,0,0
552/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,21/07/2021,0,0,0,700,0,0,0
553/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,21/07/2021,0,0,0,13440,0,0,0
554/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,22/07/2021,0,0,0,0,0,0,0
555/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,22/07/2021,0,0,0,0,0,0,0
556/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,22/07/2021,0,0,0,0,0,0,0
557/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,22/07/2021,0,40,0,0,0,0,0
558/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,21/07/2021,0,40,0,0,0,0,40
559/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,21/07/2021,0,0,0,1960,0,0,0
560/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,26/07/2021,0,0,0,0,0,0,0
561/21,Portland,B25AK,Dorset Council,SY68707757,Site A,26/07/2021,0,0,0,7000,0,0,0
562/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,26/07/2021,0,0,0,700,0,0,0
563/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,26/07/2021,0,0,0,9800,0,0,0
564/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,26/07/2021,0,0,0,0,0,0,0
565/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,27/07/2021,0,0,120,0,0,0,0
566/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,27/07/2021,0,0,0,0,0,0,0
567/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,27/07/2021,0,0,0,0,0,0,0
568/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,26/07/2021,0,0,0,0,0,0,0
569/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,26/07/2021,0,0,0,1000,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
571/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,27/07/2021,0,0,0,0,0,0,0
572/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,27/07/2021,0,0,0,0,0,0,0
573/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,27/07/2021,0,80,0,3120,0,0,0
574/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,27/07/2021,0,0,0,720,0,0,0
575/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,27/07/2021,0,40,0,1000,0,40,0
576/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,27/07/2021,0,40,0,80,0,120,0
577/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,26/07/2021,0,40,0,80,0,0,0
578/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,28/07/2021,160,40,0,1000,0,0,0
579/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,28/07/2021,240,0,0,360,0,0,0
580/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,28/07/2021,240,0,0,360,0,0,40
581/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,28/07/2021,0,0,0,3280,0,0,40
582/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,28/07/2021,0,0,0,2700,0,0,0
583/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,28/07/2021,0,40,0,1360,0,0,0
584/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,29/07/2021,0,0,0,80,0,0,0
585/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,02/08/2021,0,0,0,0,0,0,0
586/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,02/08/2021,0,40,0,3000,0,0,0
587/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,02/08/2021,0,0,0,11160,0,0,0
588/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,02/08/2021,0,80,0,9400,0,0,0
589/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,02/08/2021,0,0,0,0,0,0,0
590/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,02/08/2021,0,80,0,160,0,0,4160
591/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,03/08/2021,0,0,0,0,0,0,0
593/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,03/08/2021,0,0,0,0,0,0,0
594/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,03/08/2021,500,0,0,200,0,0,0
595/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,03/08/2021,0,0,0,0,0,0,0
596/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,03/08/2021,0,0,0,0,0,0,0
597/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,04/08/2021,100,0,0,2500,0,0,100
598/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,04/08/2021,40,0,0,0,0,0,760
599/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,04/08/2021,0,0,0,240,0,0,240
600/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,04/08/2021,0,0,0,0,0,0,40
601/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,05/08/2021,0,0,40,0,0,0,0
602/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,05/08/2021,0,0,0,6000,0,0,0
603/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,05/08/2021,0,0,0,0,0,0,0
604/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,09/08/2021,0,0,0,0,0,0,0
605/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,09/08/2021,0,0,0,0,0,0,0
606/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,08/08/2021,0,40,40,0,0,0,0
607/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,09/08/2021,0,0,0,12640,0,0,0
608/21,Dart,B028P,South Hams DC,SX87945350,Long Wood South,09/08/2021,0,0,0,500,0,0,0
609/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,09/08/2021,0,0,0,2400,0,0,400
610/21,The Wash,B003V,Boston BC,TF44234098,Toft,09/08/2021,0,0,0,300,0,0,0
611/21,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,10/08/2021,0,0,0,160,0,0,0
612/21,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,10/08/2021,0,0,0,0,0,0,0
613/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,09/08/2021,0,0,100,0,0,0,0
614/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,10/08/2021,0,0,0,0,0,0,0
615/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,10/08/2021,0,0,0,520,0,0,0
616/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,10/08/2021,0,0,0,0,0,0,0
617/21,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,09/08/2021,0,0,0,0,0,0,0
618/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,10/08/2021,0,0,0,0,0,0,0
619/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,10/08/2021,0,0,0,0,0,0,0
620/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,10/08/2021,0,0,0,0,0,0,0
621/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,10/08/2021,0,0,0,0,0,0,0
622/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,09/08/2021,0,0,0,560,0,0,0
623/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,10/08/2021,0,0,0,80,0,0,0
624/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,11/08/2021,0,40,0,480,0,0,40
625/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,11/08/2021,0,0,0,160,0,0,120
626/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,11/08/2021,0,0,0,200,0,0,0
627/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,11/08/2021,0,0,0,12280,0,0,40
628/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,10/08/2021,0,0,0,6280,0,0,0
629/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,11/08/2021,0,0,0,2600,0,0,0
630/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,11/08/2021,0,0,0,0,0,0,0
631/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,11/08/2021,0,0,0,0,0,0,0
632/21,Swale,B076P,Swale BC,TR01316497,The Causeway,11/08/2021,0,0,0,0,0,0,0
633/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,11/08/2021,0,0,0,3300,0,0,0
634/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,11/08/2021,0,0,0,5040,0,0,0
635/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,11/08/2021,0,0,0,920,0,0,0
636/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,10/08/2021,0,0,0,16480,0,0,0
637/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,10/08/2021,0,0,0,0,0,0,0
638/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,12/08/2021,0,0,0,15200,0,0,0
