Sample number,Production area,Bed ID,Local authority,"Grid reference
639/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,16/08/2021,0,0,0,13720,0,0,0
640/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,16/08/2021,0,40,0,188000,0,0,0
641/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,16/08/2021,0,0,0,43520,0,0,40
642/21,Portland,B25AK,Dorset Council,SY68707757,Site A,16/08/2021,0,0,0,880,0,0,0
643/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,16/08/2021,0,0,0,680,0,0,0
644/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,16/08/2021,0,0,0,39680,0,0,0
645/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,17/08/2021,0,0,0,0,0,0,0
646/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,18/08/2021,0,0,0,0,0,0,0
647/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,18/08/2021,0,0,0,0,0,0,0
649/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,18/08/2021,0,0,0,520,0,0,0
650/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,18/08/2021,0,0,0,0,0,0,0
651/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,18/08/2021,0,0,0,17960,0,0,0
652/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,18/08/2021,0,0,0,0,0,0,0
654/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,19/08/2021,0,0,0,0,0,0,0
655/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,19/08/2021,0,0,0,3840,0,0,0
656/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,19/08/2021,0,0,0,30760,0,0,0
657/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,23/08/2021,0,0,0,1400,0,0,0
658/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,23/08/2021,0,0,0,0,0,0,0
659/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,23/08/2021,0,0,0,0,0,0,0
660/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,23/08/2021,0,40,0,160,0,0,0
661/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,23/08/2021,0,0,0,0,0,0,0
662/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,24/08/2021,0,0,400,0,0,0,0
663/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,24/08/2021,0,0,0,6600,0,0,0
664/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,23/08/2021,0,0,0,560,0,0,0
665/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,24/08/2021,0,40,0,80,0,0,0
666/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,24/08/2021,0,0,0,0,0,0,0
667/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,24/08/2021,0,0,0,0,0,0,0
668/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,23/08/2021,0,40,0,5400,0,0,0
669/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,24/08/2021,0,0,0,480,0,0,0
670/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,24/08/2021,0,0,0,1480,0,0,0
671/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,24/08/2021,0,0,0,0,0,0,0
672/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,24/08/2021,0,0,0,200,0,0,0
673/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,24/08/2021,0,0,0,0,0,0,0
674/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,24/08/2021,0,0,0,200,0,0,0
675/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,23/08/2021,0,0,0,3800,0,0,0
676/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,23/08/2021,0,0,0,1440,0,0,0
677/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,25/08/2021,0,0,0,2000,0,0,0
678/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,24/08/2021,0,0,0,0,0,0,0
679/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,24/08/2021,0,0,0,0,0,0,0
680/21,Dart,B028B,South Hams DC,SX87415599,Waddeton,25/08/2021,0,0,0,0,0,0,0
681/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,25/08/2021,0,0,0,0,0,0,0
682/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,25/08/2021,0,0,0,0,0,0,0
683/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,25/08/2021,0,200,0,6200,0,0,0
685/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,25/08/2021,0,0,0,0,0,0,0
686/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,25/08/2021,0,0,0,0,0,0,0
687/21,Portland,B25AK,Dorset Council,SY68707757,Site A,31/08/2021,40,0,0,560,0,0,0
688/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,30/08/2021,0,280,0,0,0,0,0
689/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,30/08/2021,0,1880,0,0,0,0,0
690/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,31/08/2021,0,0,0,520,0,0,0
691/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,01/09/2021,0,100,0,0,0,0,0
692/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,01/09/2021,0,0,0,0,0,0,0
693/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,01/09/2021,0,0,0,0,0,0,0
694/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,02/09/2021,0,0,0,400,0,0,0
695/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,02/09/2021,0,0,0,0,0,0,0
697/21,The Wash,B003V,Boston BC,TF44234098,Toft,06/09/2021,0,0,0,0,0,0,0
698/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,06/09/2021,0,0,0,0,0,0,0
699/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,06/09/2021,0,320,0,0,0,0,0
700/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,06/09/2021,0,2960,0,0,0,0,40
701/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,06/09/2021,0,1400,0,0,0,0,0
702/21,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,06/09/2021,0,0,0,1800,0,0,0
703/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,06/09/2021,0,0,0,160,0,0,0
704/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,05/09/2021,0,0,0,160,0,0,0
705/21,Dart,B028P,South Hams DC,SX87945350,Long Wood South,06/09/2021,0,0,0,0,0,0,0
706/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,06/09/2021,0,0,0,0,0,0,0
707/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,06/09/2021,0,0,0,560,0,0,0
708/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,07/09/2021,0,0,0,480,0,0,0
709/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,07/09/2021,0,0,0,0,0,0,0
710/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,07/09/2021,0,0,0,0,0,0,0
711/21,Portland,B25AK,Dorset Council,SY68707757,Site A,07/09/2021,0,40,0,160,0,0,0
712/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,07/09/2021,0,0,0,320,0,0,0
713/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,07/09/2021,0,0,0,0,0,0,0
714/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,07/09/2021,0,0,0,0,0,0,0
715/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,07/09/2021,0,0,0,0,0,0,0
716/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,07/09/2021,0,0,0,0,0,0,0
717/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,07/09/2021,0,40,0,0,0,0,0
718/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,06/09/2021,0,400,0,0,0,0,0
719/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,06/09/2021,0,0,0,11600,0,0,0
720/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,07/09/2021,0,0,0,0,0,0,0
721/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,08/09/2021,0,0,0,0,0,0,0
722/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,08/09/2021,0,0,0,0,0,0,0
723/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,08/09/2021,0,0,0,0,0,0,0
724/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,08/09/2021,0,400,0,80,0,0,40
725/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,07/09/2021,0,0,0,720,0,0,0
726/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,08/09/2021,0,0,0,160,0,0,0
727/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,07/09/2021,0,0,0,0,0,0,0
728/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,08/09/2021,0,0,0,400,0,0,0
729/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,08/09/2021,0,0,0,0,0,0,0
730/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,08/09/2021,0,0,0,0,0,0,0
732/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,08/09/2021,0,0,0,0,0,0,0
733/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,09/09/2021,0,0,0,400,0,0,0
734/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,09/09/2021,0,0,0,25800,0,0,0
735/21,Swale,B076P,Swale BC,TR01316497,The Causeway,09/09/2021,0,0,0,0,0,0,0
736/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,13/09/2021,0,480,0,0,0,0,0
737/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,13/09/2021,0,1320,0,160,0,0,0
738/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,13/09/2021,0,0,0,5720,0,0,0
739/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,14/09/2021,0,0,0,0,0,0,0
740/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,14/09/2021,0,0,0,0,0,0,0
741/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,14/09/2021,0,0,0,1400,0,0,0
742/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,13/09/2021,0,80,0,160,0,0,0
743/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,15/09/2021,0,0,0,0,0,0,0
745/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,15/09/2021,0,160,0,400,0,0,80
746/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,15/09/2021,0,0,0,0,0,0,0
747/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,15/09/2021,0,0,0,600,0,0,0
748/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,15/09/2021,0,0,0,280,0,0,0
749/21,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,16/09/2021,0,0,0,400,0,0,0
750/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,16/09/2021,0,0,0,1800,0,0,0
751/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,20/09/2021,0,240,0,0,0,0,0
752/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,20/09/2021,0,1000,0,0,0,0,0
753/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,20/09/2021,0,0,0,400,0,0,100
754/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,20/09/2021,0,0,0,1800,0,0,0
755/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,21/09/2021,0,0,0,960,0,0,0
756/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,21/09/2021,0,0,18520,0,0,0,0
757/21,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,21/09/2021,0,0,0,0,0,0,0
758/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,20/09/2021,0,0,0,0,0,0,0
759/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,21/09/2021,0,0,0,800,0,0,0
760/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,21/09/2021,0,0,0,0,0,0,0
761/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,21/09/2021,0,120,0,440,0,0,0
762/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,21/09/2021,0,0,0,0,0,0,200
763/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,22/09/2021,0,0,0,200,0,0,0
764/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,22/09/2021,0,0,0,0,0,0,0
765/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,22/09/2021,0,0,0,0,0,0,0
766/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,22/09/2021,0,0,0,400,0,0,0
767/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,22/09/2021,0,760,0,80,0,0,0
768/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,22/09/2021,0,0,0,0,0,0,0
769/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,21/09/2021,0,200,0,2800,0,0,0
770/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,21/09/2021,0,0,0,1200,0,0,200
771/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,22/09/2021,0,0,0,1500,0,0,0
772/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,22/09/2021,0,0,0,0,0,0,0
773/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,22/09/2021,0,0,0,0,0,0,0
774/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,22/09/2021,0,0,0,0,0,0,0
775/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,22/09/2021,0,0,0,0,0,0,0
776/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,22/09/2021,0,0,0,0,0,0,0
777/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,22/09/2021,0,0,0,0,0,0,0
778/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,22/09/2021,0,0,0,400,0,0,0
779/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,27/09/2021,0,0,0,0,0,0,0
780/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,27/09/2021,0,100,0,0,0,0,0
781/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,27/09/2021,0,80,0,1080,0,0,0
782/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,26/09/2021,0,0,0,0,0,0,0
783/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,27/09/2021,0,0,0,11160,0,0,0
784/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,28/09/2021,0,0,0,0,0,0,0
785/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,28/09/2021,0,0,0,0,0,0,0
786/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,27/09/2021,0,0,0,0,0,0,0
787/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,28/09/2021,0,0,0,2520,0,0,0
788/21,Dart,B028B,South Hams DC,SX87415599,Waddeton,28/09/2021,0,0,0,0,0,0,0
789/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,28/09/2021,0,0,0,320,0,0,0
790/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,29/09/2021,0,0,0,0,0,0,0
791/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,29/09/2021,0,0,0,0,0,0,0
792/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,29/09/2021,0,0,0,0,0,0,0
793/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,04/10/2021,0,0,0,0,0,0,0
795/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,04/10/2021,0,0,0,0,0,0,0
796/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,04/10/2021,0,0,0,0,0,0,0
797/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,04/10/2021,0,0,0,2560,0,0,0
798/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,04/10/2021,0,0,0,0,0,0,0
799/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,03/10/2021,0,0,100,0,0,0,0
800/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,04/10/2021,0,0,0,1640,0,0,0
801/21,Dart,B028P,South Hams DC,SX87945350,Long Wood South,05/10/2021,0,0,0,0,0,0,0
802/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,05/10/2021,0,0,0,0,0,0,0
803/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,04/10/2021,0,80,0,0,0,0,0
804/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,04/10/2021,0,0,0,0,0,0,0
805/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,06/10/2021,0,0,0,800,0,0,0
806/21,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,06/10/2021,0,0,0,0,0,0,0
807/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,06/10/2021,0,0,0,0,0,0,0
808/21,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,07/10/2021,0,0,0,4800,0,0,0
809/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,07/10/2021,0,0,0,12500,0,0,0
810/21,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,06/10/2021,0,0,0,0,0,0,0
811/21,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,05/10/2021,0,0,0,400,0,0,0
812/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,11/10/2021,0,0,0,0,0,0,0
813/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,11/10/2021,0,0,0,320,0,0,0
814/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,11/10/2021,0,40,0,3880,0,0,0
815/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,11/10/2021,0,80,0,12320,0,0,0
816/21,Portland,B25AK,Dorset Council,SY68707757,Site A,11/10/2021,0,240,0,1040,0,0,0
817/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,11/10/2021,0,0,0,19900,0,0,0
818/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,11/10/2021,0,0,0,0,0,0,0
819/21,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,12/10/2021,0,0,0,300,0,0,0
820/21,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,12/10/2021,0,0,0,1000,0,0,0
821/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,12/10/2021,0,0,0,400,0,0,0
822/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,12/10/2021,0,0,0,0,0,0,0
823/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,12/10/2021,0,0,0,0,0,0,0
824/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,12/10/2021,0,0,0,0,0,0,0
825/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,12/10/2021,0,0,0,39400,0,0,0
826/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,11/10/2021,0,0,0,0,0,0,0
827/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,12/10/2021,0,0,0,160,0,0,0
828/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,11/10/2021,0,40,0,0,0,0,0
829/21,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,13/10/2021,0,0,0,0,0,0,0
830/21,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,13/10/2021,0,0,40,2680,0,0,0
831/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,13/10/2021,0,160,0,20880,0,0,0
832/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,13/10/2021,0,0,0,0,0,0,0
833/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,13/10/2021,0,0,0,0,0,0,0
835/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,12/10/2021,0,200,0,800,0,0,0
836/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,13/10/2021,0,0,0,0,0,0,0
837/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,13/10/2021,0,0,0,0,0,0,0
838/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,18/10/2021,0,0,0,0,0,0,0
839/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,18/10/2021,0,0,0,0,0,0,0
841/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,18/10/2021,0,0,0,4400,0,0,0
842/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,17/10/2021,0,200,0,13200,0,0,0
843/21,Portland,B25AK,Dorset Council,SY68707757,Site A,18/10/2021,0,0,0,720,0,0,0
844/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,19/10/2021,0,0,0,0,0,0,0
845/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,19/10/2021,0,0,0,0,0,0,0
846/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,19/10/2021,0,0,0,0,0,0,0
848/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,19/10/2021,0,0,0,400,0,0,0
849/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,20/10/2021,0,0,17480,0,0,0,0
850/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,20/10/2021,0,80,0,4360,0,0,40
851/21,Swale,B076P,Swale BC,TR01316497,The Causeway,21/10/2021,0,0,0,200,0,0,0
852/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,25/10/2021,0,0,0,0,0,0,0
853/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,25/10/2021,0,40,0,7080,0,0,0
854/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,26/10/2021,0,0,0,0,0,0,0
855/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,25/10/2021,0,40,0,0,0,0,0
856/21,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,27/10/2021,0,0,0,0,0,0,0
857/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,26/10/2021,0,0,0,0,0,0,0
